target_id_matrix,Gene,qval,Log2FC,GF1,GF2,GF3,GF4,GF5,BIF1,BIF2,BIF3,BIF4,BIF5
ENSMUSG00000040328,Olfr56,0.000309672,-1.295437905,13.50463474,31.09053015,14.07806349,14.18736116,17.50913541,3.387880982,1.524162845,7.470294287,5.326557458,6.67980592
ENSMUSG00000045502,Hcar2,0.001490783,-1.298142788,34.0454345,20.10266677,18.3835039,43.92182886,24.46746458,13.52652757,1.959457627,6.24550639,7.496863947,11.65521178
ENSMUSG00000001166,Oas1c,0.005070043,-1.299067162,3.294719468,8.374431119,2.883428323,7.863003947,14.5599404,1.932361082,1.107168176,3.592934687,0.303152865,1.186754338
ENSMUSG00000055413,H2-Q5,0.007647905,-1.302318785,36.35777214,8.898350004,28.04626775,14.39219456,14.9141518,1.975889867,6.918373518,4.039743804,6.098460227,5.631194398
ENSMUSG00000028459,Cd72,1.04E-05,-1.30451847,123.3078543,78.7116122,32.93129161,107.1945436,82.37528728,19.97124257,14.23221163,29.31216469,18.97744091,24.06097069
ENSMUSG00000028268,Gbp3,0.002177569,-1.307034607,53.01048345,70.76352399,13.73202745,47.59071784,71.17112544,17.08671149,5.152406573,15.13746407,12.91865853,12.5165347
ENSMUSG00000074207,Adh1,0.029015185,-1.311369936,3607.298512,2103.921504,5429.474573,3907.504343,2378.169246,1045.318915,212.9415571,1559.655686,527.7168325,2958.483991
ENSMUSG00000038781,Stap2,1.45E-13,-1.312038962,213.3994034,151.2317283,161.4000344,206.2053189,216.0325602,57.49930399,29.23281038,64.7068338,50.33964616,57.73673242
ENSMUSG00000038415,Foxq1,0.002111134,-1.315635595,1641.868535,714.2359252,734.4209809,1665.210207,666.4471303,339.1293699,105.8107119,386.329181,174.5698319,544.4648932
ENSMUSG00000038375,Trp53inp2,2.04E-06,-1.31679411,193.5581229,165.6786245,103.2186914,171.8359697,154.8866532,50.2688,22.13595339,46.78825009,28.85425146,77.11606789
ENSMUSG00000023963,Cyp39a1,7.84E-05,-1.320209105,1853.330117,2499.522642,787.7996803,1804.182729,2477.892514,498.0477344,236.1214104,659.5633006,403.8611831,704.7818354
ENSMUSG00000070327,Rnf213,1.31E-08,-1.321121638,5996.794792,6894.136182,2522.186041,6116.18371,6329.221741,1269.432789,1225.451848,1927.019102,1473.092482,1234.93862
ENSMUSG00000026628,Atf3,0.02609968,-1.332379215,390.9606816,80.31622034,37.32630683,359.0734155,65.246573,29.70307497,35.41782766,31.59030723,22.53898012,44.60433325
ENSMUSG00000051497,Kcnj16,0.010330106,-1.333659869,9.9569082,30.96905022,6.797562632,12.93969957,34.03210421,2.919218643,5.147870927,1.797164065,2.157300301,11.51233595
ENSMUSG00000028370,Pappa,0.001945606,-1.337395732,17.57961378,34.29764101,17.46855043,9.556571082,20.99390342,6.769120069,0.980731869,6.250647769,5.355946507,6.661408833
ENSMUSG00000003721,Insig2,0.000531287,-1.338714612,122.2337483,257.999629,43.16397744,96.67213134,215.9670084,43.86687703,26.447425,26.39196246,35.25328752,30.90394489
ENSMUSG00000118295,Gm8437,0.026982052,-1.339237009,9.805647856,24.98783335,2.507284091,16.75518504,23.1298623,5.150617367,2.411194944,0.622765081,4.312626994,3.977225643
ENSMUSG00000076617,Ighm,4.45E-07,-1.339243364,1504.478887,1314.437819,576.6804652,1618.813773,1445.592502,330.889256,199.1454037,395.4233429,297.7071642,422.5750327
ENSMUSG00000055976,Cldn23,0.002800165,-1.339373507,8.658390863,5.598451231,9.189037622,5.5360908,7.972662957,0.50816002,1.545457108,3.291401317,1.125518981,2.188876159
ENSMUSG00000019368,Sec14l4,0.000320888,-1.340745428,124.0017817,275.3438519,63.71390663,100.712464,218.7648504,29.2069692,20.75614065,39.42353138,37.02865253,62.93728613
ENSMUSG00000015134,Aldh1a3,0.00081157,-1.340897364,7.618205717,13.58761373,29.51230164,13.39839914,20.05329194,2.353541915,1.842357216,9.215842178,2.685958216,5.307155031
ENSMUSG00000016194,Hsd11b1,0.012104769,-1.345206708,1467.990237,1641.39995,1031.573488,1598.388321,1833.87013,497.0228651,83.97111333,746.5564731,292.3633614,951.4507603
ENSMUSG00000091705,H2-Q2,0.042831972,-1.351056905,42.04227034,20.68610532,349.8943497,31.88462014,28.59910504,6.730531662,9.610822062,14.51360737,17.68216168,16.86909785
ENSMUSG00000033684,Qsox1,1.14E-06,-1.352530994,6792.865229,7217.350952,5099.169682,6710.016052,6780.108851,1661.323881,775.3586339,2261.879738,1436.173454,3138.451698
ENSMUSG00000101033,Gm18776,0.029157539,-1.353510256,16.47359734,14.19011772,6.434226366,8.593401298,5.825586804,1.932361082,0,7.137721589,2.141961128,4.162575636
ENSMUSG00000006777,Krt23,0.000305096,-1.354393085,149.3606159,106.4258829,61.58473807,154.6812234,120.0070882,46.37666597,12.73647458,54.42512711,34.27137804,17.48281767
ENSMUSG00000023905,Tnfrsf12a,0.009585358,-1.359139798,135.5510951,223.1514621,52.71751509,153.4411196,276.8414373,45.65914656,24.18807824,43.30979291,14.37534245,103.6309853
ENSMUSG00000052914,Cyp2j6,3.61E-12,-1.359428813,226.2374035,183.2890206,346.5290486,244.4345258,166.6117826,45.41048543,43.1080678,66.0239247,59.97491158,81.58648246
ENSMUSG00000060613,Cyp2c70,0.004689933,-1.362172413,1434.61525,1078.72105,1836.058745,1539.474016,1161.839793,350.6370035,104.2711328,498.7040795,265.9328497,1145.922142
ENSMUSG00000032908,Sgpp2,0.011828592,-1.366518699,35.47548939,130.5079466,125.69696,28.43725533,138.2210766,29.83453439,6.866211786,30.15355354,13.20913156,26.91088599
ENSMUSG00000079339,Ifit1bl1,0.014555948,-1.373448933,6.600395303,29.61201738,8.286285935,18.17144962,35.01424146,12.58128649,1.962736111,1.787476798,5.363990462,2.501812357
ENSMUSG00000075590,Nrbp2,7.72E-05,-1.377579186,165.7713365,202.7480096,45.97400582,172.2564048,179.1128847,39.77952058,22.29271634,37.40307667,29.72233822,46.7680128
ENSMUSG00000036687,Tmem184a,0.001968982,-1.381677532,15.01685113,13.24409054,70.49344808,9.431417476,8.675551272,4.515143103,3.543043038,3.394708767,3.14384,4.291601093
ENSMUSG00000015533,Itga2,7.26E-06,-1.389677857,123.6400798,261.4908709,65.72892401,110.7159055,218.3796347,36.29399893,25.03417817,48.93892013,31.83474061,33.02229769
ENSMUSG00000020431,Adcy1,0.001231849,-1.390722897,150.3665626,330.6899972,70.05764288,127.4598973,268.6223216,73.67194638,22.9967527,67.94320665,25.13567834,37.42265972
ENSMUSG00000075602,Ly6a,0.034770742,-1.391780258,51.26502486,62.7135426,25.04188831,70.06991264,77.62551809,11.27071411,3.420872539,17.96018963,70.82838769,6.704693607
ENSMUSG00000037798,Mat1a,0.000470408,-1.405326317,13376.88306,29260.53564,6656.484235,12766.21287,28272.15641,4405.028403,1803.06443,4790.227929,3749.857051,5849.461087
ENSMUSG00000022299,Slc25a32,0.000159129,-1.408699014,108.9301228,183.3853053,32.63569931,87.8854322,184.7151979,26.71189221,26.9937445,23.40388286,19.91601105,25.60083147
ENSMUSG00000107007,Slc25a32,0.000159129,-1.408699014,108.9301228,183.3853053,32.63569931,87.8854322,184.7151979,26.71189221,26.9937445,23.40388286,19.91601105,25.60083147
ENSMUSG00000015437,Gzmb,0.002596528,-1.411511376,91.15390528,52.03043164,50.55463573,103.1208156,72.23727636,18.35743028,3.918915255,40.14968394,22.49059184,19.98036305
ENSMUSG00000041798,Gck,0.019376484,-1.411606726,75.15331054,14.36694336,53.46595304,88.8850014,43.95085733,5.697816194,5.950816693,16.84729761,6.505534454,42.20932566
ENSMUSG00000032690,Oas2,0.000819751,-1.412213952,139.70605,194.4095361,33.70816884,130.1544865,170.5303414,35.26771589,15.613055,44.23489705,29.43506231,22.71923033
ENSMUSG00000005514,Por,4.56E-06,-1.413436946,1219.224703,1961.910701,629.1352595,1205.986176,2034.443883,378.2563675,188.6916208,432.6252037,245.0759187,413.4187936
ENSMUSG00000019987,Arg1,0.000225774,-1.415029501,2857.12308,4573.90151,1576.550835,2901.491994,4856.823064,789.5872722,324.8736188,1154.513378,586.9137778,1408.76301
ENSMUSG00000026678,Rgs5,0.022602334,-1.415482107,31.84592695,18.15905716,46.05507336,38.09754189,11.28145872,9.34566534,1.67097008,23.91841931,6.699135711,2.369841219
ENSMUSG00000063889,Crem,0.002812671,-1.419416034,192.9953004,501.668736,58.60360448,231.377446,505.1324986,56.52651918,42.91545052,63.98765609,58.34334594,58.80750639
ENSMUSG00000068263,Efcc1,0.00116781,-1.420204522,22.92788493,32.03633574,8.704173528,12.24453521,20.67715705,6.268413905,3.403266478,3.108380725,5.142938698,2.401418976
ENSMUSG00000064247,Plcxd1,0.000676638,-1.422784442,19.82050558,30.04207175,8.837041297,28.12840257,16.10228988,4.923138091,5.912883314,2.388540788,4.077832224,4.373352789
ENSMUSG00000021125,Arg2,0.000365966,-1.425620111,37.76260295,30.43619067,16.63326773,51.89124795,28.10114931,16.6346608,2.939186441,7.137721589,4.283922256,10.82269665
ENSMUSG00000073555,Gm4951,0.018729945,-1.429302869,447.7558616,548.0018917,412.7393474,439.4721204,491.9062512,169.2531467,18.63643284,283.3464696,77.97567159,239.0881795
ENSMUSG00000027442,Cst8,0.031640572,-1.429380119,14.27711769,11.8250981,3.273480018,10.50304603,14.49915047,3.864722164,1.959457627,7.886076465,0,1.483889605
ENSMUSG00000028186,Uox,0.007732844,-1.429622009,5002.165455,2948.591753,2574.795832,4642.846468,2875.576614,1308.075268,188.6907639,1648.321297,553.6295585,1763.425015
ENSMUSG00000034855,Cxcl10,0.003797296,-1.432208456,220.6305409,244.5557866,51.42272468,260.4392724,233.4371013,68.23994858,21.58563713,51.8995172,20.80561605,78.16255571
ENSMUSG00000038670,Mybpc2,0.006965985,-1.432241304,7.728101399,6.402924054,2.989854271,3.627971864,14.94613863,0.523386901,0.530232997,0.968821357,0.579634089,5.366827616
ENSMUSG00000014542,Clec4f,0.000172074,-1.433004585,1077.71771,1175.993788,454.3884228,1355.515786,1365.906785,298.75031,100.5832759,402.5609016,185.2798022,364.4494665
ENSMUSG00000033107,Rnf125,0.000216374,-1.433854743,354.8008762,910.7326905,142.1825541,298.5370074,616.5809625,116.3243707,70.92575159,79.52758669,85.60748366,113.634944
ENSMUSG00000058297,Spock2,0.033252287,-1.436618514,9.16541604,11.5143488,17.26819034,3.988048014,6.486913566,2.89897822,0.979913237,9.31804686,1.489526114,0
ENSMUSG00000052684,Jun,0.00176157,-1.437323312,1496.900878,475.3689436,252.7731787,1329.112734,498.6702304,178.7434001,84.25667797,254.2813316,118.8788426,195.6410549
ENSMUSG00000017830,Dhx58,8.67E-07,-1.439088858,59.56573945,63.49243279,16.90949384,50.96530013,58.48082097,9.433415482,9.359542958,13.68850708,10.7835957,9.215956569
ENSMUSG00000000204,Slfn4,0.000402902,-1.441975394,515.4411549,472.938312,128.7370417,517.6161084,416.4948273,126.6243064,43.88119306,160.3761033,74.44080557,73.62438324
ENSMUSG00000031286,Glt28d2,0.000305096,-1.442378516,20.86655663,14.6870402,17.46432871,26.73502626,18.64187777,4.830902705,2.939186441,7.137721589,1.070980564,9.691890479
ENSMUSG00000022651,Retnlg,0.001408937,-1.450636023,879.690098,617.2701208,365.8317277,1011.156886,869.1775511,263.7672877,50.94589831,363.1315858,127.4466871,195.6410549
ENSMUSG00000026278,Bok,4.42E-10,-1.455248415,62.12688626,79.79934031,34.57795706,72.56042641,115.1477637,16.75729489,13.46880918,15.24194658,18.97589291,13.45104792
ENSMUSG00000025492,Ifitm3,6.75E-07,-1.457718787,1819.783386,1740.65444,665.4828413,2005.12697,2176.43923,401.9311051,229.2565424,536.2213344,350.2106444,361.3115652
ENSMUSG00000049044,Rapgef4,0.000994428,-1.458315622,128.4146567,310.5693891,47.72690765,134.5244343,324.3825825,44.32214183,23.32847877,38.57777032,27.47078666,49.00764475
ENSMUSG00000038763,Alpk3,0.0461667,-1.460144035,2.869531188,4.326390394,57.03282008,10.65946061,30.99316238,1.515371425,1.0238393,4.203816238,3.357683168,3.483211913
ENSMUSG00000021319,Sfrp4,0.001345952,-1.470813983,15.78151257,14.37136424,9.58983983,11.83691245,23.89014125,1.261125242,1.280006415,6.96917021,1.735216619,8.489072084
ENSMUSG00000075707,Dio3,0.005236831,-1.471203651,16.65177079,23.90958135,2.259267579,18.75825513,28.62935445,3.564121006,4.126164146,2.257974298,2.634941484,2.046393116
ENSMUSG00000042246,Tmc7,3.79E-06,-1.475325617,27.35003934,46.41758239,11.35811363,22.2989892,42.2405662,5.818464851,3.364256308,7.466219319,6.248080808,6.697704382
ENSMUSG00000022900,Ildr1,0.001044458,-1.47855215,17.41435114,18.75128755,12.86259482,16.23198023,15.21810998,4.780694793,0.979728718,9.157618247,1.997923384,3.458601744
ENSMUSG00000063232,Serpina11,2.85E-07,-1.486711102,1570.588613,1390.757033,845.459842,1630.403905,1485.500493,344.1606232,153.6315652,415.9041624,223.3231903,534.4948322
ENSMUSG00000040483,Xaf1,0.000450864,-1.49152177,94.90121663,105.7089149,26.09799369,79.6582304,126.8392058,23.63404389,7.571389761,29.0268211,20.76627869,12.47744026
ENSMUSG00000024900,Cpt1a,9.55E-09,-1.492701828,450.3290319,716.8728612,242.1897002,437.3174364,622.4326857,102.1452054,63.33849318,121.0505695,111.7548835,136.8402914
ENSMUSG00000037849,Ifi206,0.011525923,-1.494342815,24.84262023,47.1951209,7.509121635,23.52748762,52.28625319,9.464599117,1.065235475,10.66734954,6.676012416,5.089108759
ENSMUSG00000022615,Tymp,0.000262041,-1.494972707,83.48021869,52.3818995,29.15023743,64.94193745,75.80761883,7.593966313,5.260750534,22.86548048,26.70856827,12.08123919
ENSMUSG00000026272,Agxt,5.19E-05,-1.496922462,722.3640036,808.5052013,187.9984205,810.377829,796.2393328,124.0113605,77.21590619,156.1929449,149.5792523,175.2812269
ENSMUSG00000030643,Rab30,2.44E-05,-1.503707506,132.6947805,435.3367287,106.2482101,131.8673487,407.1861303,45.68271814,37.58789602,53.19729537,43.8149926,42.87600141
ENSMUSG00000023034,Nr4a1,0.014567007,-1.504613957,220.4023823,39.46065514,19.63021143,220.2471983,42.50601845,19.60829482,12.639038,22.25073937,11.91102565,11.72182544
ENSMUSG00000028211,Trp53inp1,0.000369058,-1.511616495,1338.273551,2093.680103,278.2731175,1050.262573,1783.089806,263.35991,196.4665842,267.6978488,227.4047993,240.1375431
ENSMUSG00000033355,Rtp4,0.000101688,-1.515722946,250.1913022,375.645206,94.29279879,264.5124392,396.2656614,55.07229084,26.5236692,105.4955857,53.54902819,55.35237413
ENSMUSG00000072115,Ang,1.12E-06,-1.530397325,158.7488946,256.9581618,73.82756332,182.8810213,263.8893316,36.26240082,47.73732009,38.74535051,46.90523802,20.77718417
ENSMUSG00000034472,Rasd2,0.00223202,-1.53219765,22.67430044,28.63001043,4.619694317,19.75337002,29.90327223,3.241566653,1.645847107,10.1858757,3.050122503,2.7898666
ENSMUSG00000034686,Prr7,0.000103207,-1.533908941,17.57183716,26.01521582,10.11092715,25.78020389,30.29305138,3.864722164,1.959457627,6.24550639,6.425883383,3.330060509
ENSMUSG00000028862,Map3k6,0.004784031,-1.534506487,83.38512356,206.5819946,31.18904774,91.66085169,278.6715423,37.1694274,15.51155873,40.70403151,10.79459348,22.98457238
ENSMUSG00000074151,Nlrc5,0.000170906,-1.53611399,26.59449234,32.98733661,12.07460066,31.2873388,33.9649833,6.857560886,1.323868892,7.551566927,5.354725443,8.623143408
ENSMUSG00000040213,Kyat3,7.52E-06,-1.540289231,1491.678578,1332.840605,509.3032494,1433.255624,1377.725072,212.2997582,122.2499381,310.9748411,241.2518197,460.2645745
ENSMUSG00000021510,Zfp729a,6.77E-05,-1.540854711,125.6591543,276.0735827,53.39754616,126.7444748,295.7926984,39.24516859,22.82670149,41.64902838,24.14666284,32.69338026
ENSMUSG00000078963,Hsbp1l1,0.004627613,-1.548331883,77.10953381,37.03806582,27.5219226,64.90846539,50.30485003,13.56369743,2.22486376,30.50632205,5.784631839,15.27937011
ENSMUSG00000028982,Slc25a33,6.27E-05,-1.549619303,982.9246413,1657.878754,360.3166765,957.6868336,1882.829655,252.1731212,134.2228475,344.3950667,166.0019874,233.9367507
ENSMUSG00000070473,Cldn3,0.000526145,-1.549778763,187.7990097,146.6312164,104.7859722,229.157368,147.9699048,23.18833298,9.797288136,71.37721589,36.41333917,65.76869504
ENSMUSG00000056966,Gjc3,0.00220485,-1.550508562,15.96570645,6.625230724,7.295979961,12.9491349,12.66212349,0,3.966856854,3.240972959,2.369593476,2.401394461
ENSMUSG00000026365,Cfh,3.28E-12,-1.551326843,5680.427766,6735.378267,4493.652788,5196.349454,6305.843026,1024.270687,778.7720128,1140.561754,1121.017725,2359.350853
ENSMUSG00000040134,Rdh7,0.002995052,-1.551617495,1923.328913,1551.449597,1295.814707,1992.269041,1757.542511,478.7641467,74.44239758,636.5116727,283.8916789,889.8883482
ENSMUSG00000052373,Mpp3,0.009345486,-1.553912837,44.06629839,138.0776581,10.99238477,34.43433951,100.5295174,6.356603584,5.068833312,15.55213421,9.08691422,17.50723438
ENSMUSG00000073418,C4b,6.33E-07,-1.556455265,1482.665642,1258.18446,631.9654361,1408.26363,1201.637299,327.7906904,124.0683326,402.4278728,162.5882737,309.8270247
ENSMUSG00000097789,Gm2115,0.000485059,-1.558873378,9.200177171,6.785891616,11.04587054,5.483667552,12.16064853,1.007858255,2.563982491,3.283052741,0.55829095,0.877106919
ENSMUSG00000019278,Dpep1,0.001378595,-1.564034494,13.28397673,9.46007848,14.13435814,6.759139015,6.851877579,3.017431434,0,3.512355011,2.8837937,1.303174371
ENSMUSG00000046733,Gprc5a,0.016188404,-1.567882719,10.98239823,27.19772563,6.434226366,15.27715786,16.31164305,0,2.939186441,8.922151986,3.212941692,3.330060509
ENSMUSG00000052776,Oas1a,0.00029406,-1.572696532,210.3070763,202.8495919,65.54624321,222.9355849,247.8956327,46.79372689,14.96553746,80.21845948,39.86812365,24.85279203
ENSMUSG00000066861,Oas1g,0.000913998,-1.579451301,57.19176906,67.0708746,13.16571185,55.80379626,87.44205552,16.95143137,4.629038811,16.6733183,8.259643012,6.782782803
ENSMUSG00000051716,Apon,5.65E-09,-1.583161888,222.8567022,183.4612145,114.3130026,226.5405131,183.482299,32.55571587,19.28276373,59.48510456,31.87207074,56.13122299
ENSMUSG00000027869,Hsd3b6,3.14E-10,-1.59305922,80.8136255,112.484703,107.8326096,87.0569545,116.0951347,21.63029717,34.54521234,9.100114882,19.78827262,22.86101277
ENSMUSG00000033022,Cdo1,5.17E-05,-1.595404969,2065.598499,3253.692979,603.6970711,2340.633843,3476.088773,434.1526219,256.6626628,543.0927337,395.3172576,471.4065977
ENSMUSG00000062007,Hsh2d,4.83E-05,-1.595454156,19.86440061,36.28365496,7.042730068,20.70234133,27.33365814,5.56180606,1.664348997,3.671385107,2.640903764,6.156719596
ENSMUSG00000062624,Cyp2c67,2.08E-13,-1.596133535,97.09826064,103.1784967,83.686308,115.6955417,110.160343,20.39224855,13.60546534,18.04528048,16.07136384,40.86466548
ENSMUSG00000049985,Ankrd55,1.94E-06,-1.596819951,30.61977717,50.01590287,24.11953148,21.84689993,44.96617165,4.683511812,4.66525085,3.883578652,9.409760575,11.02370447
ENSMUSG00000028214,Gem,3.19E-07,-1.60732114,25.17618087,44.78724461,23.82001697,24.82886108,38.32265633,5.816271781,3.905982905,4.446475221,8.596273577,6.68215265
ENSMUSG00000018930,Ccl4,0.016542562,-1.608979233,8.785918581,7.09505886,2.757525585,13.36751313,8.155821525,5.797083246,1.959457627,1.784430397,0,0
ENSMUSG00000066677,Ifi208,7.91E-06,-1.610546664,49.73374986,65.91119626,16.02725416,29.10987613,55.23245683,7.510824382,6.847198121,12.83538675,3.741451351,8.197725018
ENSMUSG00000045545,Krt14,2.99E-05,-1.613815112,18.67643343,25.42198413,6.001350097,23.65364719,25.85136297,3.129606964,1.585780698,4.342456137,6.068133731,2.174450202
ENSMUSG00000031722,Hp,5.74E-06,-1.61578055,14465.57013,14807.25707,6792.265805,15608.11681,17099.0865,2966.00589,1039.581134,4246.820651,2184.068192,4205.028135
ENSMUSG00000027398,Il1b,0.00484674,-1.621128076,21.2402806,11.53088836,6.687936379,28.71826325,8.475531403,2.501756228,0.420839096,8.549036001,0.921182549,3.68634864
ENSMUSG00000019577,Pdk4,0.000440408,-1.622453915,161.0093573,194.7329531,45.30715207,149.4336161,196.5495192,37.46471387,10.0602277,50.22267371,17.56893413,34.32222371
ENSMUSG00000029273,Sult1d1,1.30E-08,-1.624877958,563.5127901,985.0184342,340.6211982,574.145567,916.7721252,159.8590354,73.57010632,187.8227199,108.4946846,120.9335177
ENSMUSG00000030107,Usp18,1.18E-06,-1.631684453,154.6239386,140.1508445,42.59136615,162.7837665,164.0327585,24.67392852,17.30389472,37.75908954,22.47523998,17.85643537
ENSMUSG00000018168,Ikzf3,0.001163806,-1.632339588,80.75093111,49.03974048,16.04412402,66.47388453,60.6634695,17.20066446,2.340707322,9.620205364,9.682624251,14.52373691
ENSMUSG00000021453,Gadd45g,8.08E-07,-1.633696757,364.5506631,253.2348226,86.86869883,415.7715642,324.2612268,44.36172674,50.04091869,55.73413336,40.64310396,58.6134614
ENSMUSG00000029380,Cxcl1,0.049868431,-1.637249534,91.67550364,154.1304824,6.19664853,105.3738839,199.419436,25.63333113,12.58485462,19.44433937,13.69952281,5.309151865
ENSMUSG00000030739,Myh14,0.000622386,-1.63938971,139.2821748,180.7445857,506.0372423,89.95053281,77.21284138,27.45140528,15.49768436,67.19376861,23.22324765,34.10660576
ENSMUSG00000020429,Igfbp1,0.001648022,-1.643940167,67218.86659,74345.57427,25724.03701,69749.77387,81023.42638,25139.0515,3866.989627,29708.98168,6603.666157,10255.75385
ENSMUSG00000038393,Txnip,0.00292324,-1.646169573,2440.064196,2938.406568,438.4141757,2346.822056,3041.845566,491.4847118,173.9232364,914.3435552,313.4457036,242.4224821
ENSMUSG00000031610,Scrg1,0.032673554,-1.647439235,12.08063805,18.92015696,16.54515351,18.14162496,29.12793402,6.763263787,0,8.922151986,1.070980564,10.82269665
ENSMUSG00000042659,Arrdc4,1.52E-07,-1.650328711,404.5288755,574.7287577,152.2361147,422.3946121,595.5764355,86.95987298,53.99205255,91.01236763,56.37951205,93.81515753
ENSMUSG00000074947,Olfr1312,0.00058197,-1.651950781,15.28390261,22.10360165,2.601752262,11.66677214,20.36954011,0.618703784,2.007396092,2.204381556,2.281660222,2.945178746
ENSMUSG00000037053,Azgp1,0.000513053,-1.652239928,7221.100289,6610.73644,3059.572221,7787.32592,7419.601395,1488.618009,310.5575157,2093.590775,949.9475217,2365.348925
ENSMUSG00000093867,Gsdmcl2,0.011604868,-1.653649612,4.608016742,7.948405945,0.387860135,4.858219015,12.31061897,0.813233374,0.410889794,0,0,1.756108363
ENSMUSG00000028240,Cyp7a1,2.39E-07,-1.655671109,957.2981308,694.203699,372.4324758,785.5474565,634.270747,92.7233461,76.05750428,183.2581429,93.45055929,254.6919217
ENSMUSG00000038421,Fcrla,6.67E-06,-1.659897602,92.69495924,88.01268326,31.35104164,94.15155591,118.2866527,18.78449829,5.813567815,18.97867841,14.37858611,20.31568848
ENSMUSG00000026170,Cyp27a1,0.000247779,-1.667437754,349.754581,336.2298551,88.39318477,370.2098351,371.253129,57.11936997,19.58494404,93.49962177,40.22071347,77.59926744
ENSMUSG00000037583,Nr0b2,0.000216179,-1.672392466,70.28734865,24.83270601,12.86845273,78.29543405,23.30234721,3.864722164,7.837830509,8.922151986,7.496863947,3.330060509
ENSMUSG00000113175,Gm9973,2.38E-05,-1.67867877,1114.260959,2061.378099,464.3672256,1296.513295,2522.49026,294.0532745,135.0865851,367.0467831,188.8304683,284.2838252
ENSMUSG00000070419,Cyp3a57,0.008671213,-1.678978456,19.08701447,8.259257244,4.485893836,29.62020389,15.2248169,4.596507557,2.331594561,0,4.61827621,1.979529037
ENSMUSG00000045776,Lrtm1,0.013427736,-1.68703329,22.17633161,11.43195039,14.44715857,16.27752975,15.00112142,1.557402009,0,3.497128539,3.212941692,14.4565823
ENSMUSG00000042379,Esm1,0.001058344,-1.697015676,29.65247521,59.1254905,33.09030702,34.37360519,71.072159,10.62798595,10.77701695,12.49101278,1.070980564,11.65521178
ENSMUSG00000000301,Pemt,0.000966377,-1.697016941,778.0243266,576.9741077,554.2096671,919.1213882,704.7025668,136.7955634,32.17109826,262.2400005,79.33153712,354.5152381
ENSMUSG00000022514,Il1rap,9.61E-11,-1.70180912,516.2185838,412.1976161,171.141922,499.2595201,441.4481527,71.12059139,47.27008843,91.47390864,64.90062599,78.70813046
ENSMUSG00000073491,Ifi213,0.010887072,-1.702422907,61.11540736,67.47272557,7.66073796,39.06546909,88.59477396,7.863259844,1.795026749,11.65201994,17.20112039,5.366040357
ENSMUSG00000112023,Lilr4b,3.90E-06,-1.70376696,247.537846,233.0265239,61.57279131,223.0928593,244.8734528,46.29273102,25.80535907,41.86159507,18.06662632,40.18460198
ENSMUSG00000057400,Ces1c,7.74E-06,-1.707094154,4082.991545,3747.643196,1529.65807,4149.547307,4029.250605,688.8055166,225.9948902,958.5690621,520.3542653,985.7141352
ENSMUSG00000079014,Serpina3i,0.001631675,-1.7073226,10.69645446,18.31881932,4.479808599,4.245815055,17.62907485,3.035787394,2.459586381,1.687345994,0,1.047260435
ENSMUSG00000023067,Cdkn1a,1.37E-06,-1.709959401,751.0340018,563.2676812,200.5428812,781.841137,540.8111131,108.3834511,54.45843181,144.8709827,65.40314313,121.306621
ENSMUSG00000020593,Lpin1,7.89E-07,-1.715939803,4874.533665,6252.572101,2506.091354,4254.448087,5372.434746,932.8409446,354.3961268,1404.516496,556.3248697,1265.993193
ENSMUSG00000026073,Il1r2,3.50E-05,-1.718547534,105.6054224,122.7600888,25.89217766,119.2615534,133.8227808,22.63603016,7.440849788,19.45097147,14.40147751,18.35274614
ENSMUSG00000036110,Slc17a2,2.85E-05,-1.736954605,790.9343001,572.51947,198.2450085,690.7070132,611.2669877,111.2183591,36.7952733,122.5926723,73.40444169,169.5766005
ENSMUSG00000044703,Phf11a,0.001898402,-1.741029815,9.884158404,19.58976457,4.857277356,12.35725633,20.57365426,2.139029996,1.959457627,5.353291192,2.141961128,0
ENSMUSG00000078612,Fyb2,4.34E-06,-1.741030004,50.00410076,26.32211313,11.15996913,35.7434975,18.86121242,4.887853065,3.965177147,2.708078747,2.167237639,8.423185036
ENSMUSG00000069805,Fbp1,0.006131782,-1.750881194,4288.056312,3951.431353,3324.941063,4778.708404,4549.66384,973.4938267,128.5516359,1697.89099,383.0032498,2361.261931
ENSMUSG00000029561,Oasl2,0.000219825,-1.756053778,111.2356384,154.4765856,30.40185871,132.6440096,155.7144392,21.74241136,7.585665074,41.40669734,14.89921979,14.2429066
ENSMUSG00000060716,Plekhh1,9.74E-07,-1.756175232,23.61458761,66.73071449,66.3619712,24.82830588,63.59835041,5.151890795,5.969588789,11.22365457,4.349732386,12.505961
ENSMUSG00000042010,Acacb,0.000397967,-1.757781807,314.0962553,357.1179626,603.1733882,357.9762433,339.0490584,48.30902705,19.74950745,110.6346846,50.41878425,224.7790763
ENSMUSG00000034634,Ly6d,2.19E-08,-1.758265549,86.76094599,75.68062784,29.41360624,95.48223665,78.06286317,14.49270812,6.858101696,19.62873437,8.567844511,10.82269665
ENSMUSG00000025991,Cps1,6.96E-05,-1.759496205,29498.72164,43259.75638,13458.56321,26479.13387,37739.31643,5474.378945,1535.235051,7322.410135,4097.571637,10279.06427
ENSMUSG00000024395,Lims2,8.04E-10,-1.761649824,47.36538092,49.09252858,21.26753788,58.91814129,55.58435052,8.276586775,4.269667821,8.591579163,5.01499541,11.76409721
