Gene,GF1,GF2,GF3,GF4,GF5,BIF1,BIF2,BIF3,BIF4,BIF5
ENSMUSG00000000001,1650.654453,1571.555538,1665.545454,1593.59853,1442.415293,1731.39553,1570.505288,1660.412485,1638.600263,1729.133919
ENSMUSG00000000003,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000028,204.6892348,229.3425018,232.1410665,210.9255913,268.8867381,334.6417628,415.9768128,336.8864241,341.5312081,268.8915587
ENSMUSG00000000037,0,13.11183447,30.19915168,51.01990997,9.211993754,16.55645224,15.48658711,26.20661776,22.07571758,14.33240597
ENSMUSG00000000049,13520.5234,12595.06137,12162.35275,15240.87365,14654.94711,8073.802027,3366.224462,9805.089316,5907.851645,9954.5658
ENSMUSG00000000056,110.7441384,98.5731832,175.1586411,102.0662082,103.8833416,241.2771429,260.5400219,228.7548219,216.9329145,186.7139557
ENSMUSG00000000058,25.1878143,24.88053142,27.15189679,29.84702486,22.13759242,18.86666277,16.72013678,17.81393151,20.03480345,16.56099854
ENSMUSG00000000078,205.6408592,175.1333938,114.4889211,220.5828705,162.2078428,115.6412267,99.58014879,115.7614149,85.17484574,95.33803951
ENSMUSG00000000085,145.4585314,124.3596205,132.1900665,131.2483479,136.7116156,130.370612,143.5194629,131.1384606,107.8687082,97.45118105
ENSMUSG00000000088,913.7150076,826.189253,1033.675689,1155.592244,1069.626279,691.4306886,704.2139558,808.2815905,776.3524842,846.3851269
ENSMUSG00000000093,185.60253,202.2091775,97.43257068,213.8802101,157.2908437,77.29444328,62.70264407,69.59278549,66.40079496,77.42390682
ENSMUSG00000000094,0,3.614050532,0,1.945301992,0,2.952854625,0,2.726600542,0,0
ENSMUSG00000000103,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000120,157.0482946,156.1530817,69.87991606,137.591502,138.7099966,65.7243024,69.69143657,68.72507119,71.81923388,52.53040729
ENSMUSG00000000125,0,0,0,0,1.165117361,0,0,0,0,0
ENSMUSG00000000126,12.08190612,9.461087734,11.95308576,7.639360417,11.65488446,8.696558512,3.919340223,5.354011459,2.142216701,7.493610007
ENSMUSG00000000127,145.4729595,88.47567433,129.5840403,134.8937398,102.612268,132.5332638,137.7952194,148.2910166,119.9265083,158.3301631
ENSMUSG00000000131,156.4130302,149.9525785,162.2113784,199.7162514,149.8947991,137.3139029,128.1953325,169.6591017,125.051649,134.392806
ENSMUSG00000000134,7.974688542,642.3567906,394.7754568,402.2949022,614.0052622,348.0056332,406.1197876,364.6965592,338.7316586,337.7718443
ENSMUSG00000000142,5.105877924,4.918224602,12.82308228,4.027743684,2.723611984,5.659429138,1.821446392,3.773820336,3.984678888,4.817909581
ENSMUSG00000000148,106.3260497,119.4001395,161.3928584,104.0130916,119.0920665,140.6767585,145.171726,113.6595269,142.6832233,133.7847652
ENSMUSG00000000149,419.9658859,384.6068099,398.9471889,442.4945768,402.9472339,430.8340771,441.7651345,367.8116916,439.7211835,385.996852
ENSMUSG00000000154,166.7754678,103.3303996,165.8225826,157.5955465,114.8125766,125.9705656,110.7468504,140.83964,141.9507946,138.6964297
ENSMUSG00000000157,379.4675218,296.3888335,308.7266638,380.4876252,249.7065947,400.2100844,181.6144134,369.2046142,277.1088508,308.7110085
ENSMUSG00000000159,107.3896178,68.96323007,138.4987181,114.7546671,98.09058544,42.34726097,27.37980795,56.68506371,53.25784256,86.6536912
ENSMUSG00000000167,4.050193909,13.38500822,2.252547649,9.404166629,7.880292573,3.657667123,6.208532597,2.919810483,11.81144546,9.962595547
ENSMUSG00000000168,108.5560947,120.0186173,130.2281239,124.8288305,113.6884223,115.2357229,107.1539461,122.5618952,129.0895026,154.9308078
ENSMUSG00000000171,2009.778876,1731.194362,2353.0885,2116.841186,1991.185569,2005.790803,1560.708,2232.322427,1902.061481,2223.647905
ENSMUSG00000000182,9.884158404,0,3.676700781,13.36751313,5.825586804,0.966180541,0,5.353291192,1.070980564,0
ENSMUSG00000000183,0,1.226163182,0,0,0,0.967832645,0,0.892928089,1.071416648,0
ENSMUSG00000000184,67.62693492,48.29946057,71.52081697,59.53750441,43.78973031,52.794575,54.5279141,56.96531635,49.96705307,59.81906608
ENSMUSG00000000194,47.6350195,39.1689249,40.48575087,44.88939873,43.09700973,39.41642661,33.47318274,31.640894,36.58352265,31.94443288
ENSMUSG00000000197,0,0,0.959131332,1.845601479,0,4.517046284,3.800926922,0.931916415,0.558283659,1.611917395
ENSMUSG00000000202,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000204,515.4411549,472.938312,128.7370417,517.6161084,416.4948273,126.6243064,43.88119306,160.3761033,74.44080557,73.62438324
ENSMUSG00000000214,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000215,3.554655483,0,44.41489524,7.997402749,0,2.712930678,0,28.10023502,9.044697423,0
ENSMUSG00000000216,0,1.18250981,0.919175195,0,1.165117361,1.932361082,0,0,0,0
ENSMUSG00000000223,0,5.805071046,6.255041236,2.798749618,3.025515122,5.016805266,9.84415732,7.375293056,4.702976327,4.234509211
ENSMUSG00000000244,263.4509373,243.7240501,278.2161568,288.2411852,290.4731709,396.5994827,638.0769654,398.2448203,446.7786414,354.5549142
ENSMUSG00000000247,22.42408375,25.0332229,17.85484299,21.40893921,28.42704564,18.2694946,17.45930868,25.1048815,20.02770288,14.31668822
ENSMUSG00000000248,0,0.396703283,0,0,4.356227897,0,0,0.316912604,0,0
ENSMUSG00000000253,254.2808818,243.907122,445.0249621,258.959217,271.022181,715.4957914,993.1140031,629.8030971,686.3721859,613.4171771
ENSMUSG00000000263,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000266,0,25.6673051,26.16595017,23.45585239,25.05691565,23.46943921,13.62727977,16.44390028,18.9329327,20.41751818
ENSMUSG00000000275,1568.081081,1729.438385,1119.164045,1392.420379,1532.294361,1125.412766,968.3235463,1057.032261,1056.627458,815.1511272
ENSMUSG00000000276,63.07224031,71.14385614,42.21196344,46.79500196,73.09549892,44.45691502,50.25728486,34.95423894,49.68664262,50.42386328
ENSMUSG00000000278,915.9320121,754.4412588,937.558699,897.5330245,764.3169886,667.6307538,537.8711187,690.5745637,626.5236299,698.4801917
ENSMUSG00000000282,38.40205102,40.21473655,35.33748857,34.81692204,34.32478328,33.24324515,35.67025228,23.68154596,27.72531105,30.80318838
ENSMUSG00000000290,753.0305548,621.4303191,551.5244038,730.3159059,581.5548578,601.3570377,397.9025491,653.6473495,508.4774883,505.6542432
ENSMUSG00000000295,35.07621578,38.42457863,45.03958456,58.50622936,49.21745593,39.50632897,37.68559161,32.91317736,50.59094304,34.46785785
ENSMUSG00000000296,11.85705749,14.02865649,7.856950448,14.70746404,16.93690355,3.301267489,0,8.400591545,2.743307943,0
ENSMUSG00000000301,778.0243266,576.9741077,554.2096671,919.1213882,704.7025668,136.7955634,32.17109826,262.2400005,79.33153712,354.5152381
ENSMUSG00000000303,1149.724672,661.2374959,1267.980666,982.6162974,622.7361548,793.4424264,604.7048964,830.0291672,712.3868784,760.2882689
ENSMUSG00000000305,4.166876449,3.401423502,3.326615424,5.159257449,3.711690598,3.795242358,0.701459436,1.078540521,2.111958268,2.591240735
ENSMUSG00000000308,14.69180285,2.828609144,544.0049083,14.760259,2.243367315,5.006109438,0,14.66352948,0,1.595806902
ENSMUSG00000000317,25.89722948,30.25664331,8.694858082,25.56667151,30.48623056,10.59312392,6.16485254,10.0551938,11.05832797,9.284963077
ENSMUSG00000000318,3.9609744,1.289032025,1.484139213,4.837610332,5.68104581,0.64707789,0.709674355,4.437953226,4.712566273,4.896123973
ENSMUSG00000000320,480.0779637,319.4564066,249.3570898,463.4512696,333.6765739,229.7852318,271.9563636,271.9243346,253.2136131,244.5520505
ENSMUSG00000000325,667.0077258,440.5936234,325.6626508,398.9011256,499.7101239,333.1136103,186.3337041,345.4599118,215.8273779,274.7500511
ENSMUSG00000000326,665.6757575,589.0502385,446.6139227,689.7184047,668.0026078,411.1682943,436.8981657,392.8105967,378.2389831,427.0177021
ENSMUSG00000000339,83.85488013,80.17680315,73.55339542,75.85041316,106.5222151,69.43720663,72.3562984,65.90402973,78.37210419,76.74394824
ENSMUSG00000000340,108.8819106,107.9556544,99.5811122,106.4284189,105.1655289,106.064839,69.20482254,117.1364446,111.0198314,130.1066007
ENSMUSG00000000346,446.4043495,495.0482759,452.2919713,486.5726595,512.4788788,451.7923318,450.8099677,443.2463724,471.7680232,454.4268889
ENSMUSG00000000355,0,99.86445935,115.9726585,105.5488256,121.5757487,107.9768895,90.66498956,106.9883481,120.8186382,83.87094266
ENSMUSG00000000359,13.09350967,7.05033072,13.2544744,16.2875606,8.401962055,7.785114787,8.564272415,10.96016903,5.726407219,6.039900174
ENSMUSG00000000365,13.3445106,5.343826745,9.703860156,8.715961561,12.88409576,17.20001301,9.042880557,5.870000164,9.34862801,3.134278978
ENSMUSG00000000374,87.27409566,100.5317829,90.26329225,75.64150113,87.76719411,107.0161569,143.5679393,93.56757584,121.0185555,110.2462323
ENSMUSG00000000378,137.1769421,179.6969939,176.0812516,148.4886057,170.9156531,169.0127546,180.6473061,173.8727565,191.6728464,183.4987681
ENSMUSG00000000381,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000384,122.7231786,159.3060247,146.6503213,119.5091682,161.6966568,163.8963577,187.429325,127.7489993,164.1530707,162.2166118
ENSMUSG00000000385,10.82984966,19.13630174,25.81350028,8.049028378,18.85785178,10.72291627,10.35542336,16.05468048,15.78177873,12.60415557
ENSMUSG00000000386,23.00943095,50.44137715,19.37325777,24.30967467,43.51769094,15.22083627,9.360409458,6.77858783,9.766822291,6.16383464
ENSMUSG00000000392,16.39678951,4.986185786,10.1653696,4.69736842,4.206923756,16.82802501,7.949057158,9.981689283,4.006429577,3.106200293
ENSMUSG00000000394,0.707044634,0,2.972235885,0,0,0,0,14.48521131,1.328765997,0
ENSMUSG00000000399,858.5651786,788.7340433,971.9340428,937.8273622,927.7198938,891.3283738,820.1442164,999.1101383,866.9344444,986.0068363
ENSMUSG00000000402,0,11.8250981,11.94927754,7.638578932,11.65396522,12.56034703,8.817559323,20.52094957,5.354902819,7.492636144
ENSMUSG00000000409,22.06667518,25.36202524,11.83344742,17.77230069,16.00560486,14.35534986,18.1783521,16.1111179,16.89640888,10.89162592
ENSMUSG00000000411,0,1.18250981,1.83835039,0.954822366,5.825586804,2.898541623,4.898644068,0,4.283922256,0.832515127
ENSMUSG00000000416,34.21797802,14.05000137,20.42551401,11.80716377,32.403298,18.45894818,114.6803961,43.66167153,27.62564519,48.73145448
ENSMUSG00000000420,284.6754054,297.7754631,351.4646516,251.9908181,274.1489217,383.9665008,428.1121982,328.5877009,366.2404491,384.6417205
ENSMUSG00000000435,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000439,53.331843,65.92758538,29.49622919,45.88621252,27.67972197,42.44213996,36.63687372,49.66902704,41.65141629,44.38794146
ENSMUSG00000000440,29.28207459,29.96440383,25.32518775,27.83046865,33.28197503,23.2433855,11.03324975,19.67571162,11.84740083,15.6070945
ENSMUSG00000000441,243.241149,209.3506959,239.6144177,240.554735,218.0629692,209.2150434,187.9367922,195.6084752,196.6658075,220.1500255
ENSMUSG00000000486,173.7403315,170.2506913,133.0458422,157.7376058,173.3236092,114.6247868,103.9538399,145.7604121,114.0555333,173.47746
ENSMUSG00000000489,34.92669428,44.19488247,39.443829,41.4692324,38.61149818,29.19249297,43.69529675,32.83491439,37.26057911,29.38100576
ENSMUSG00000000530,100.1502233,57.99061885,80.35849456,126.0725632,83.70709783,63.34270777,38.3723005,67.85140624,44.14084771,53.85730311
ENSMUSG00000000531,23.06303628,30.74525506,19.3026791,29.11572494,30.29305138,17.39124974,23.51349153,27.65867116,24.63255297,18.3153328
ENSMUSG00000000532,280.0511548,263.6996876,306.08534,263.5309731,217.8769465,311.1101342,254.7294915,322.9819019,327.7200525,297.2079004
ENSMUSG00000000538,88.99663532,165.7646284,154.8545502,95.65558107,175.353715,135.8229598,127.9504668,137.8182584,107.5362662,117.4432065
ENSMUSG00000000544,4.833007892,0,84.69700788,1.631128067,0,0,0,10.16507329,0,0
ENSMUSG00000000552,610.8753677,336.3826877,456.1709339,549.8357529,380.2209266,488.809346,407.6996177,431.8127589,488.9480058,467.0762885
ENSMUSG00000000555,480.3094556,353.7542052,336.0600423,426.2334044,339.0775947,364.8579331,333.7027482,365.2263091,423.6147129,377.5445542
ENSMUSG00000000560,0.67128805,0,1.132413975,0.760977704,0.71328484,2.227181083,2.395208764,0.397174666,0,1.16044058
ENSMUSG00000000561,139.300635,166.4709149,158.8040928,126.8515454,132.3505706,162.2904529,169.5851723,144.8998202,191.0071194,204.9649771
ENSMUSG00000000562,13.27896674,16.43890723,10.49650103,9.52385393,18.44075265,15.54315927,19.54478103,18.35439044,22.33972704,15.23311096
ENSMUSG00000000563,1458.187853,1378.640088,1797.919999,1670.638736,1602.701092,1580.914679,1524.572882,1833.57419,1558.581509,1714.80903
ENSMUSG00000000567,50.51903184,47.3003924,102.0284467,34.17595182,66.41168956,39.19157404,20.57430509,73.16164628,47.12314481,70.76378581
ENSMUSG00000000568,1908.786377,1841.053002,1640.72673,2028.339692,1979.827777,1782.28044,2106.142307,1719.865035,1855.098378,2122.26927
ENSMUSG00000000579,51.43053103,68.89191948,16.13806553,62.90528925,15.81219986,40.36403946,42.27580307,46.18321,61.64340487,26.62428693
ENSMUSG00000000581,86.61171184,101.2265287,97.94448776,80.54333718,139.7621848,114.3036737,126.5819091,118.6109275,121.9095037,98.37333893
ENSMUSG00000000594,1645.163254,1081.996476,1542.375977,1632.746247,1127.833605,890.8184588,572.1616272,1239.286911,868.5652373,1234.619934
ENSMUSG00000000600,328.8559376,391.6497194,353.8285139,292.9329027,420.3687897,467.2213348,486.2968859,418.9233731,455.6263256,386.5815391
ENSMUSG00000000605,241.8958342,207.3603088,218.000285,244.1609431,231.5567542,190.0265074,195.4980253,197.1445859,189.7524926,191.843729
ENSMUSG00000000606,9.859239003,12.36106267,9.427222651,11.72591663,7.293057164,5.434179149,3.066474923,5.584501109,4.469476642,3.87199044
ENSMUSG00000000617,5.797801131,1.369413758,2.592350583,1.680962818,3.076360985,2.729941486,11.22080506,3.292322454,3.769333531,1.927762345
ENSMUSG00000000627,1.395874935,0.718450767,1.951957124,1.219179029,0.99401369,2.349416805,0.830029217,2.484645085,1.301152411,0.707107731
ENSMUSG00000000628,77.0345616,46.86148394,86.08814741,67.39219786,55.00067985,69.8037346,64.83276467,79.02666114,58.79877032,94.1821086
ENSMUSG00000000631,1204.637103,943.2445112,1198.322394,1200.357357,988.328544,1012.910044,929.2699449,847.8712581,1074.520099,1056.392857
ENSMUSG00000000632,6.592847661,1.759547705,7.453649384,0,12.51915317,6.655917778,5.864606929,13.14401046,0,1.312638153
ENSMUSG00000000673,418.0379182,296.1806977,465.4749824,443.4298506,287.548366,360.6125284,243.5178944,406.7273028,381.9281995,554.630248
ENSMUSG00000000682,350.6542149,286.6330606,250.5163108,398.3095225,405.3573228,272.8222542,164.559989,316.5472699,201.8163565,203.3042626
ENSMUSG00000000686,8.269275075,3.884883245,4.122916608,6.89905747,5.054176665,8.124714795,10.2569812,6.918198984,9.125483629,5.661732889
ENSMUSG00000000690,0.899503673,0,1.178227161,1.566634295,0,0,0,1.464149398,0,0
ENSMUSG00000000693,6.833490031,7.194155425,8.463058503,12.93604808,6.886815509,5.50566498,10.60124743,7.40432897,5.607235007,5.269767842
ENSMUSG00000000701,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000706,0.905889525,10.09128946,12.20110607,7.151563309,8.39079552,13.05362361,17.75387281,10.78526431,12.37322885,12.84178151
ENSMUSG00000000708,46.19416233,50.98814275,38.36287263,49.49114191,53.6728288,41.68913517,42.21076037,49.27752507,42.7585266,41.98157232
ENSMUSG00000000711,744.436507,656.5279149,831.3755959,780.6854298,686.6138781,771.0804213,625.3563987,767.0008375,734.805024,771.1578554
ENSMUSG00000000724,1.649592416,0.894218984,0,1.428068649,2.643884502,0.72514287,0.734181582,2.68955811,0,0
ENSMUSG00000000730,2.795639747,0,0,0,0,0,0,0,0,0
ENSMUSG00000000731,2.505787277,4.083459849,0,1.641324898,0,0,1.693156983,0,3.6911597,0
ENSMUSG00000000732,53.326751,76.70509641,44.13742261,37.80195319,67.34660422,38.92712166,48.76954252,44.17818779,47.12471379,40.22938734
ENSMUSG00000000738,159.5196598,127.800754,127.4977386,118.8300646,140.0034674,119.8133188,137.2686793,126.6486347,132.5953915,108.6616349
ENSMUSG00000000739,14.27033381,16.54993132,3.813182863,14.56423704,12.07276899,2.077704371,1.830648411,4.367031968,2.542480276,3.113805363
ENSMUSG00000000740,9361.487702,8210.024485,9231.391965,10296.93406,9959.588909,9461.050002,8653.261649,9238.061427,8563.210439,8679.27663
ENSMUSG00000000743,279.5538987,314.8733139,289.3930874,278.2764461,323.370717,282.5869748,267.5839763,261.6259101,276.911145,285.9665323
ENSMUSG00000000751,908.2351807,871.4341454,903.4062431,839.0675874,775.9940224,1144.943538,1534.604449,1059.415968,1338.814299,1127.757088
ENSMUSG00000000753,2274.324655,2093.590435,2124.349031,2593.857196,2628.773806,1903.693486,993.9415117,2105.786332,1552.52107,2101.54487
ENSMUSG00000000759,215.4499605,269.2670702,226.0294029,217.6641829,229.1396841,280.9322657,340.1618089,302.5295297,331.3467168,278.1782319
ENSMUSG00000000766,0,0,0,0,0.79005211,0,0,1.377567063,1.449252536,0
ENSMUSG00000000776,47.93636048,51.88762496,36.73864302,47.47638074,48.41078383,44.74971397,43.91708,44.65636706,42.75084074,43.59464259
ENSMUSG00000000782,49.40655548,58.23439504,52.93355115,51.31908109,41.31196606,44.85493077,27.86844816,49.72693543,38.09668853,39.03608997
ENSMUSG00000000787,13.17887787,441.5651312,485.9916034,413.4140258,417.3548403,478.4281287,473.7235311,384.3141677,480.9763768,542.2825298
ENSMUSG00000000791,3.052996777,1.799360873,1.116170663,3.51376743,2.020420293,1.36600678,0.197396249,1.034783155,1.231898757,0.505335588
ENSMUSG00000000792,1.098239823,1.18250981,0,0,0,0,0.979728814,0,1.070980564,1.665030254
ENSMUSG00000000794,2.193999491,4.744828239,7.970865652,0.636348421,2.32891104,1.937820103,0,5.352049072,0,3.891864276
ENSMUSG00000000804,71.80885689,95.20569354,130.7743344,57.87014368,86.81295655,186.4141833,224.3278226,162.734645,181.8194885,160.8611079
ENSMUSG00000000805,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000811,45.20278782,76.32836204,70.51925471,47.35467846,74.13045485,41.57866328,41.04258433,37.57175542,39.07219416,77.89020312
ENSMUSG00000000817,1.862509386,2.006805466,0.520956087,1.084558673,0.660631224,1.641112525,1.107754513,0,0,0
ENSMUSG00000000823,62.68368301,56.8824352,53.22362143,39.21360448,55.6902269,31.19606295,64.47578898,42.14133557,57.00452399,67.05689578
ENSMUSG00000000826,437.5937504,493.9995655,397.2915513,338.6954225,374.0703439,408.3580378,403.5418882,346.9402253,410.7917165,420.5214172
ENSMUSG00000000827,210.1787192,205.892101,253.2577155,195.3246452,247.1477785,277.8897657,280.7373058,287.4338126,281.7545373,228.6485236
ENSMUSG00000000838,4.406841597,513.4502818,345.5305992,373.7313736,443.829474,548.918808,691.1770131,538.8150957,603.6202545,530.0374368
ENSMUSG00000000861,246.3660083,312.0644621,241.6147237,282.2996918,278.175152,372.2240208,601.8832115,333.9236629,423.1786369,292.9081159
ENSMUSG00000000869,2.168592477,6.305668168,5.880156082,3.919997236,2.484136023,5.878262426,0.889069487,8.55798964,3.430009911,6.080649549
ENSMUSG00000000876,567.2396232,614.5694301,645.50573,535.3914653,660.5966712,574.9617325,389.6154641,546.6460503,538.0606476,543.8711768
ENSMUSG00000000881,0,180.846526,278.7657337,154.4771095,116.4125501,111.8849008,87.33613444,151.1442619,122.3592387,154.0114975
ENSMUSG00000000884,14.81946717,13.11416385,11.76513666,8.933194695,8.662281565,14.01456883,14.30603725,17.44037167,13.12363128,11.69414597
ENSMUSG00000000889,0,0.608141407,0.472787167,0,0,0,0,0,0,0
ENSMUSG00000000901,8.279243029,8.317992932,14.78899223,11.90446792,4.598317435,6.311181524,6.423513126,9.331593187,5.946432223,4.603560983
ENSMUSG00000000902,385.6515418,318.4824732,474.2608695,425.3027204,391.2058625,572.2248142,508.7413443,548.4931571,531.3006678,517.3130469
ENSMUSG00000000903,209.9242722,138.2004316,140.5115149,205.3791884,201.4266265,97.13323443,36.13434744,108.3545316,90.98215581,108.706617
ENSMUSG00000000915,93.02077847,97.07919986,123.4832531,98.50903641,104.6958533,102.0833126,63.52383411,100.9514194,94.88382809,90.15498164
ENSMUSG00000000916,44.77415851,33.36588658,44.40837714,39.89147316,35.16739181,35.80131671,38.49258357,42.76576482,28.96464933,33.8711612
ENSMUSG00000000934,95.08554914,88.39246766,93.94261384,97.04042819,96.45729182,57.09510608,51.12533192,73.3655141,48.88191369,74.17827569
ENSMUSG00000000938,0,0,0,1.533708907,0,1.558610766,0,3.250797477,0,0
ENSMUSG00000000942,16.47359734,5.91254905,30.33278144,8.593401298,9.320938886,9.66180541,4.898644068,10.70658238,3.212941692,2.497545381
ENSMUSG00000000948,1.971832522,0.653129726,1.236820703,0.53176932,1.789629211,0.36354432,0.360899534,0.332703748,1.600353568,1.121968106
ENSMUSG00000000957,316.590456,276.2976926,232.7572734,308.0883483,245.7059164,206.9938249,150.4603046,206.2541281,193.3389882,222.641967
ENSMUSG00000000958,52.59954332,39.48044958,120.9949235,50.82918261,31.93398032,61.71031532,45.17749104,48.77982984,52.05718915,38.4395724
ENSMUSG00000000959,254.3321351,215.8986346,226.5858566,262.6653694,291.6154122,206.1397498,194.8411972,251.2642552,220.281253,243.2113087
ENSMUSG00000000976,22.61537571,26.13479845,22.93968274,18.46578905,28.13720603,20.66982156,23.5475224,18.17998717,27.0943635,24.94962482
ENSMUSG00000000982,13.17887787,2.36501962,7.353401561,18.14162496,2.330234721,14.49270812,6.858101696,6.24550639,8.567844511,5.82760589
ENSMUSG00000000983,0,0,0,1.978937767,0,0,0,0,0,0
ENSMUSG00000001014,213.7752378,219.4413639,391.1989604,207.7184148,283.0855866,628.9521205,803.2395772,613.8373878,689.0783031,560.7402207
ENSMUSG00000001016,459.043316,512.5795306,609.41979,548.8382602,496.8142202,576.5051154,761.9607702,564.5270473,762.4965269,654.2103478
ENSMUSG00000001017,845.8603177,917.2861718,921.2379704,896.9900995,951.9654472,958.7911202,1031.296903,939.1276008,1046.35899,1018.768496
ENSMUSG00000001018,174.0347797,150.8155409,142.0143229,161.1266129,161.197992,129.8455892,127.0001102,134.4917158,152.7331362,138.1848865
ENSMUSG00000001020,7.556788793,9.973078282,5.651530689,11.02358559,14.31255061,11.11525658,8.254319295,5.6023076,24.01934512,3.832089695
ENSMUSG00000001021,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001023,0,0,2.803425817,0,0,0,0,0,0,0
ENSMUSG00000001025,149.3241259,155.6100165,133.6137682,190.181103,154.0457689,95.14583284,47.30962506,144.4933794,60.64834159,85.44580222
ENSMUSG00000001027,1.143285838,4.30937591,1.43657492,3.484673958,3.64254938,1.509403856,0,1.395660891,0.5574099,2.168396412
ENSMUSG00000001029,58.86503167,52.94842966,57.37339746,73.14980777,62.85148858,58.40993024,46.66630673,71.22451236,50.22383359,43.66219888
ENSMUSG00000001034,47.97415946,72.61014503,40.14864323,44.21047383,43.57716718,52.33550205,36.15651162,40.12514694,48.40926886,46.87591834
ENSMUSG00000001036,21.52352989,43.27307154,11.5559417,15.96139286,38.7364134,14.71638788,8.952208036,10.90382478,14.02266482,12.16927791
ENSMUSG00000001039,8.013676307,9.955098903,7.768294204,14.85478085,5.75055471,9.296557631,3.742890682,8.834567735,5.429991653,7.995058357
ENSMUSG00000001052,100.6900604,132.9378013,104.4245869,104.4979146,138.6684191,85.08474973,103.7602261,96.15438273,79.39128814,122.3545029
ENSMUSG00000001053,14.27172813,22.08110267,17.07035054,27.39411146,19.19913055,17.00508182,15.44046448,15.18983383,14.90228459,14.94898359
ENSMUSG00000001054,112.4618833,105.9054118,77.89617437,108.7257547,108.0068653,85.35276648,97.48386204,90.72212054,97.1363484,93.16663568
ENSMUSG00000001056,332.8241919,352.9850944,381.9637819,466.372395,465.2560244,407.4302108,449.8439369,353.6256848,400.0851568,421.1285142
ENSMUSG00000001062,87.41472943,159.2327786,61.25123573,104.0926337,108.8879988,82.67746867,60.27477396,109.8945727,88.77684939,59.35270903
ENSMUSG00000001065,35.29937338,34.67818723,30.45574268,29.61146771,36.89883002,40.57684824,38.48326754,41.72474292,38.52553803,27.44586025
ENSMUSG00000001076,5.491199113,2.36501962,0,0,2.330234721,0,0,0,0,0.832515127
ENSMUSG00000001082,152.2640246,103.1371446,107.2695629,99.89392934,116.1835989,102.3659452,106.3473946,118.7642814,106.2905,99.21049262
ENSMUSG00000001089,133.8636129,142.6200857,148.7410597,119.3922765,90.71739982,137.4559291,94.60642185,94.51182329,114.1323707,132.2721159
ENSMUSG00000001095,5.491199113,2.36501962,23.89855507,0.954822366,0,0,0,2.676645596,0,1.665030254
ENSMUSG00000001098,132.577791,126.1648771,140.2931196,131.733317,112.8366825,121.3190649,90.73680239,115.6008143,95.92169325,105.0944594
ENSMUSG00000001100,273.8385944,268.2211717,281.8068037,324.4825159,297.01953,263.1109051,213.1580521,265.1583508,237.4040203,282.5467967
ENSMUSG00000001103,2.246819242,1.209574923,0.940107424,1.952895816,1.191603036,3.953020854,1.002191744,2.737196634,3.286540351,1.628751149
ENSMUSG00000001105,414.665455,339.1811177,426.1556159,419.686145,467.0281273,268.3508784,323.4787068,327.2200268,334.9089207,345.0025693
ENSMUSG00000001119,380.4920045,305.0608024,556.206883,366.2580946,282.2487804,268.8809086,149.0359649,337.5375929,266.068745,193.669152
ENSMUSG00000001120,21.72777296,19.30764625,29.0645147,27.43805013,27.91253841,37.06785401,16.45512093,26.3261385,23.52885618,22.85691763
ENSMUSG00000001123,3450.921707,3127.191503,2485.234884,3847.236579,3355.824527,1810.089267,1222.521236,2124.069239,1732.473789,2175.544273
ENSMUSG00000001127,3.93494764,396.2177516,348.2164935,383.3118006,367.1706589,354.8098,301.7665401,339.930517,292.7732059,330.9581055
ENSMUSG00000001128,0,511.500567,425.9513881,543.0937625,560.8412435,511.4984073,311.3457305,547.7950946,484.0160593,424.3262512
ENSMUSG00000001131,0,33.8272218,7.635031022,10.13264112,14.51460477,15.80844834,12.54940004,10.33021085,14.90196628,5.62046225
ENSMUSG00000001134,73.02002972,91.95170324,104.3773653,106.3822502,167.5325052,85.49349406,89.67456551,104.5433301,103.0168454,91.52079121
ENSMUSG00000001138,53.42703755,34.32287139,56.18285652,37.05880137,32.72818773,39.05946403,51.1199461,44.68214521,64.2453427,36.07333772
ENSMUSG00000001143,159.1706929,135.0131576,194.2073643,147.3071092,130.705552,184.8167605,163.7501058,197.4088643,185.218721,126.3881871
ENSMUSG00000001150,50.15672243,43.44121443,45.76578415,42.03791498,65.66175939,49.17435762,41.06347737,59.07529308,40.44608827,38.3976154
ENSMUSG00000001151,144.9980674,172.5640757,164.5511029,165.7662134,205.5550363,173.0790742,223.5398679,166.1262461,204.005803,157.9608777
ENSMUSG00000001155,1316.771516,1076.971629,860.6069253,1158.572394,1092.639594,942.5917234,615.4582207,957.6607512,896.264888,890.0874975
ENSMUSG00000001156,394.0585896,429.5486219,502.7938876,401.7973196,397.7509374,565.139296,592.6578754,614.0094224,521.6536746,559.8656451
ENSMUSG00000001157,109.5891124,84.40871747,142.5329176,123.8302204,92.22887829,89.48164453,128.2569424,88.34364034,121.1556417,106.928619
ENSMUSG00000001158,224.3307938,184.0928717,262.9498461,254.6673322,245.4279749,278.6927063,261.7257026,255.7830988,252.3822642,262.8253214
