Gene,GF1,GF2,GF3,GF4,GF5,BIF1,BIF2,BIF3,BIF4,BIF5
ENSMUSG00000036972,0.463074182,0,0,0,0,0,0.413034111,0,0,0
ENSMUSG00000036975,80.17150706,75.68062784,119.4927754,68.74721039,75.73262845,87.92242923,89.15532204,87.43708946,98.53021188,115.7196027
ENSMUSG00000036977,130.9884275,75.20492382,83.21244749,138.3208363,160.5065161,165.8313792,150.8205624,141.0706329,121.121872,109.0416108
ENSMUSG00000036980,239.9427441,234.0663884,236.0029227,213.4231167,181.0650692,322.7129864,324.1837106,287.0310314,329.7749256,268.2475397
ENSMUSG00000036983,74.8094007,68.86321193,121.0578764,96.13317982,88.28495851,132.8543236,89.7815573,102.7138754,135.0910492,109.4942795
ENSMUSG00000036985,0.800927558,383.7398817,545.3085718,544.7864481,414.7239143,430.1515023,336.9912367,420.1138649,431.1121683,418.1627702
ENSMUSG00000036986,327.9558739,432.3713281,275.1003943,314.0388471,390.0879455,326.2166153,385.3817398,295.5186126,346.0030493,275.7467207
ENSMUSG00000036989,57.40545496,54.05295508,41.00334022,62.12571362,56.91361403,33.94719686,40.59200155,29.68217268,43.24069794,29.34503522
ENSMUSG00000036990,56.93457345,94.98897473,56.96777859,50.50862938,68.52371986,66.45318167,76.06966828,59.46611093,75.49333286,67.11725826
ENSMUSG00000036992,178.7893381,180.9484211,188.1993753,196.5487696,215.7329759,234.1460052,276.7219134,223.1016945,235.2216462,199.9538798
ENSMUSG00000036995,152.6553354,95.78329461,168.2090607,140.3588879,86.21868469,127.5358314,74.45938984,140.9700014,151.0082595,121.5472086
ENSMUSG00000037001,85.21387904,119.2648292,107.1978968,90.45677392,103.3884399,155.5550671,206.7227797,130.8386499,218.7538456,141.7357464
ENSMUSG00000037003,72.41400058,60.30800031,53.31216132,139.7293127,82.66403666,89.59352065,46.61995095,60.74071668,43.23899501,39.39681392
ENSMUSG00000037005,3.353672779,3.486828943,12.36101308,1.900712011,3.495352082,2.900711517,1.951976262,1.861075687,2.20427676,3.370835918
ENSMUSG00000037007,16.8977247,24.08616679,15.26035958,10.37613028,23.0276286,13.64641627,12.55910692,12.29769302,12.66422192,13.03109374
ENSMUSG00000037010,0,7.09505886,19.3026791,5.728934199,5.825586804,3.864722164,0.979728814,3.568860794,4.283922256,5.82760589
ENSMUSG00000037012,367.4154719,292.1583817,351.1098725,350.9847862,287.3270959,480.5829774,592.7255604,381.6172873,451.8252197,494.0660935
ENSMUSG00000037013,289.6408019,216.2896463,292.341929,273.8485167,262.1072454,294.3976819,295.9588916,284.4788025,285.1115414,276.8295175
ENSMUSG00000037014,2.196479645,4.73003924,1.83835039,0.954822366,0,0,0,1.784430397,1.070980564,0
ENSMUSG00000037016,17.89661072,7.808268808,35.74364114,14.0158384,2.811591288,22.04817549,13.24666317,26.40996592,28.0556639,10.55638399
ENSMUSG00000037017,212.7558352,233.7854954,221.8446023,223.4970699,231.5329906,202.1741469,192.9256508,211.5745694,161.9842708,226.1508127
ENSMUSG00000037020,38.18965131,46.85924107,20.36184485,25.49814113,53.94440399,28.1000122,70.34332659,43.66378111,27.27142328,28.88051219
ENSMUSG00000037022,152.4591532,68.90344922,169.4049228,155.9698862,127.8632023,147.159929,130.3095116,159.8748171,103.2908533,137.7397542
ENSMUSG00000037025,120.4133544,46.2141197,162.714708,125.4154727,63.15128181,77.56214863,55.94291977,111.517791,57.04660158,159.4445514
ENSMUSG00000037028,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037029,179.3988813,188.6818294,217.7836793,139.047841,164.8555193,233.7914904,223.0437237,211.9556444,211.9259565,250.1455686
ENSMUSG00000037031,48.65999976,41.31556155,51.7611933,55.3319007,32.93186171,51.04877011,50.7243548,38.70557643,33.37580288,47.20649694
ENSMUSG00000037032,9.176888114,11.64782903,28.15139765,12.33772702,15.30353517,18.28937686,18.94808625,11.93621627,25.34665401,13.80441949
ENSMUSG00000037033,0,0,49.63546054,0,0,0,0,0.892215199,0,0
ENSMUSG00000037034,1.200050709,0,0.503396457,0,0,0,0,0,0,0
ENSMUSG00000037035,143.8694168,199.8441579,17.46432871,126.0365524,215.5467117,31.88395785,4.898644068,11.59879758,6.425883383,17.48281767
ENSMUSG00000037049,400.9561844,369.9247075,350.862484,415.8439637,383.3729155,328.2328877,318.5588775,275.2667832,292.7321199,304.7777343
ENSMUSG00000037053,7221.100289,6610.73644,3059.572221,7787.32592,7419.601395,1488.618009,310.5575157,2093.590775,949.9475217,2365.348925
ENSMUSG00000037058,587.6942228,673.6704342,599.0924352,583.8644681,722.8744681,664.3106943,645.7743261,702.4938182,606.324248,588.2736567
ENSMUSG00000037060,57.10847078,44.93537278,64.34226366,42.96700649,78.06286317,45.41048543,24.49322034,57.99398791,40.69726143,43.29078661
ENSMUSG00000037062,1112.429033,1325.405544,1510.888227,1209.434955,1283.783302,1688.033326,1676.308225,1551.082852,1616.362535,1584.128077
ENSMUSG00000037064,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037070,585.8828987,563.3950679,689.8498169,512.0845664,691.2306117,701.438899,1013.632044,743.6777466,823.8304995,782.8211802
ENSMUSG00000037071,536.6407775,451.2349638,567.34643,476.0959135,414.0168795,184.9995621,163.3225742,254.3891228,175.7345564,458.8607337
ENSMUSG00000037072,1304.093954,1285.740857,1671.392106,1582.414897,1467.162498,1401.672118,1341.330992,1520.32305,1575.706793,1503.068484
ENSMUSG00000037075,307.7192225,462.1127491,460.1441455,327.293611,482.2755526,554.7325303,676.6207168,602.3933612,601.4964664,556.9184791
ENSMUSG00000037085,70.28734865,74.49811803,96.51339549,54.42487489,73.40239373,117.874026,137.1620339,116.880191,102.8141341,114.0545724
ENSMUSG00000037086,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037089,248.7632821,252.630656,304.0229909,348.4564155,306.0909684,263.5114617,270.33424,287.7726115,250.2424089,288.491711
ENSMUSG00000037095,999.3982386,1427.289341,407.1946114,1106.639123,1626.503836,136.2314563,12.73647458,187.3651917,24.63255297,156.5128439
ENSMUSG00000037096,62.31571648,88.10401236,67.74260921,60.20095389,89.0909087,80.53954408,77.3136483,54.20827505,40.51784647,71.02017153
ENSMUSG00000037098,105.9169997,113.3124496,196.8141051,118.014205,118.4869035,93.73925773,83.30619071,96.24735996,75.20220078,99.96091825
ENSMUSG00000037101,0,1.765051648,0,0,0,0,0,0,0,0
ENSMUSG00000037103,220.0082076,223.0959713,204.658892,219.6757234,251.6539953,169.4411652,183.8293206,188.6126944,185.569638,196.2603469
ENSMUSG00000037104,35.56776341,45.87590488,55.65430133,29.11563746,54.44424817,62.69481267,43.08064549,51.86081497,69.07507522,74.83904756
ENSMUSG00000037106,4.343818887,1.773764715,8.601476922,2.611279007,3.987733838,4.291588169,5.210141501,6.560836789,6.711381865,7.985619592
ENSMUSG00000037108,16.96095784,11.41103782,14.2407784,28.03252584,18.23807743,10.63852238,15.19024933,17.5864222,16.32849272,12.10133138
ENSMUSG00000037110,189.1978326,295.0426368,171.5208795,197.4386232,232.8834394,170.5271014,131.2675852,161.2759174,149.7739439,145.5834105
ENSMUSG00000037111,54.55349663,83.51185184,41.36618954,53.86581647,62.98009017,35.21353051,34.74563747,26.9166427,31.13524127,38.9875891
ENSMUSG00000037112,122.4403586,141.2329318,106.6067621,97.99256625,76.43965588,185.372596,226.1952609,199.8925349,179.6411187,171.9462104
ENSMUSG00000037119,47.36620754,54.84153969,49.61577373,45.28678887,46.04390182,46.9339534,42.22455798,40.96104168,43.91635945,49.79293808
ENSMUSG00000037124,124.1011,253.0570993,227.9554484,111.7142169,196.904834,293.7188845,421.2833899,257.8501924,277.383966,324.6808996
ENSMUSG00000037126,16.11082221,21.35420856,38.8724373,24.41990061,17.4011205,20.50958653,31.21040909,30.7967179,31.99621153,22.52426731
ENSMUSG00000037129,0,0,0,0.954822366,0,0.966180541,0.979728814,0,0,0
ENSMUSG00000037130,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037134,143.5105783,100.6032806,168.6910446,130.020034,138.0876846,120.7527685,148.063907,165.446392,124.449996,148.3521954
ENSMUSG00000037138,55.501176,36.19760837,45.18557471,52.36417189,33.72395291,35.48843544,17.99039754,26.7086841,28.27986197,32.71390441
ENSMUSG00000037139,1.098239823,4.429969181,6.434226366,1.909644733,0,2.898541623,3.918915255,0,5.354902819,2.497545381
ENSMUSG00000037140,0,1.18250981,0,0,1.165117361,0,0,0,0,0
ENSMUSG00000037143,0,0.867373293,3.403862281,4.443317506,4.243104424,2.024466206,7.156796816,5.143185445,1.593279621,3.722231226
ENSMUSG00000037145,0,2.36501962,17.71592656,0.954822366,0,0,0,0,0,0
ENSMUSG00000037148,157.4221171,148.0193776,168.0243048,165.6307946,131.5567345,150.5109334,121.8929909,170.406594,128.7186915,130.9549335
ENSMUSG00000037149,241.0070867,222.7548945,173.6859974,180.3951238,242.3798277,208.1106033,214.4676478,152.2745704,236.1529962,229.6821288
ENSMUSG00000037151,96.6451044,126.5285497,150.744732,109.8201634,120.723506,157.0031217,192.8421223,134.7045352,152.3547198,178.7323083
ENSMUSG00000037152,273.278319,224.5170395,343.2708575,369.8418533,319.3755652,298.7202387,254.2671175,333.8375416,267.6375301,360.956309
ENSMUSG00000037157,36.24191415,20.10266677,58.82721249,30.55431573,23.30234721,38.64722164,41.14861017,21.41316477,31.05843635,24.97545381
ENSMUSG00000037159,0,1.18250981,0,0,0.261356446,0.645877221,0.217004568,0,0,0
ENSMUSG00000037161,37.68309354,17.11950893,21.90898407,41.18721195,19.54729379,22.74327019,6.428787192,27.72400469,2.141961126,12.46081994
ENSMUSG00000037166,44.40670656,31.02347292,26.4460686,59.16751214,35.9421052,12.65298995,15.41672117,24.00969761,14.67454312,22.33357223
ENSMUSG00000037167,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037169,32.32787095,23.3156734,71.64139944,35.32842756,25.63258194,52.17374922,44.08779661,56.22472968,53.29308113,50.81457275
ENSMUSG00000037171,6.589438936,2.36501962,8.272576756,5.728934199,1.165117361,10.62798595,7.837830509,9.814367185,3.212941692,10.82269665
ENSMUSG00000037172,58.72125203,92.79832311,52.44777497,49.73377622,80.17122341,27.24627576,17.76637951,32.57650619,21.21732973,55.5585627
ENSMUSG00000037174,489.5909077,516.9608507,407.9811465,496.76806,490.3457389,636.6619871,632.3399389,496.0026166,542.402819,549.441124
ENSMUSG00000037185,25.81395585,11.8250981,13.78762793,14.3223355,9.66542518,38.74139105,44.612148,35.3836311,64.45355452,8.443018425
ENSMUSG00000037188,26.35775574,24.83270601,9.191751951,37.23807229,8.155821525,7.729444328,5.878372882,16.95208877,5.354902819,7.492636144
ENSMUSG00000037190,36.49116389,26.74532357,31.05229499,36.65698107,29.53603656,23.11844474,25.29592049,32.54971647,28.34833086,31.5972126
ENSMUSG00000037196,1.293135834,0,0.542853853,1.130633435,0,2.849599903,0,0.528591468,0,0
ENSMUSG00000037197,171.0159003,164.0234211,148.0110223,183.2554185,177.5330484,150.2181631,152.2177714,156.3770624,155.529367,158.0381741
ENSMUSG00000037202,3.906912074,4.207035314,4.088953213,9.347655459,7.978909898,1.103192644,0,3.970618216,0,1.900719413
ENSMUSG00000037204,74.09713699,69.75480678,65.78682499,75.45613507,69.27066952,57.5073325,66.69932198,75.42255742,65.1061291,63.60253819
ENSMUSG00000037206,63.46491467,72.37144246,105.5103627,64.8192985,68.74192428,80.1349231,36.90339041,88.23840359,71.75569778,58.0477443
ENSMUSG00000037210,117.6621937,184.152294,149.8204452,138.906327,122.0726192,162.1789705,178.818794,148.1045394,165.9095541,167.2389088
ENSMUSG00000037211,455.8682906,399.6159498,273.3164381,517.496224,407.9273325,221.5104215,132.375139,279.510261,145.0942789,259.206195
ENSMUSG00000037214,26.64273079,35.86968833,24.45125285,27.88648328,53.50523161,22.76254739,35.0784368,37.64306425,26.03429132,32.73610335
ENSMUSG00000037216,25.72249545,22.4421147,29.75233269,26.87910297,12.62102425,21.86808759,21.8491267,20.93525975,24.03715031,28.0876628
ENSMUSG00000037217,0,3.578039472,9.270657492,0.963002361,4.700450281,0.97448462,6.917121665,3.599421926,4.32077686,1.679325555
ENSMUSG00000037221,168.1371263,155.2067956,178.0891134,173.0843273,182.6993688,182.4352787,215.8109817,166.2917675,183.9064318,179.9418276
ENSMUSG00000037224,2.000504574,1.711884072,0.501212831,1.453248594,0.662325187,0.908447221,0,0.170102396,1.845463638,1.069088354
ENSMUSG00000037225,2.0617479,1.030050784,1.609402013,1.390182375,0.430309767,1.592563118,0.972228931,0.973373428,0.82603671,0.890385645
ENSMUSG00000037234,202.6470695,187.6245079,134.7386814,194.7714522,100.7771325,208.1237459,157.3483248,90.15064673,96.5136151,114.53932
ENSMUSG00000037235,432.5655415,492.0542955,464.9445058,425.1463898,512.5363167,346.785004,247.1868146,363.0793801,359.1300409,302.9377064
ENSMUSG00000037236,937.7176867,874.0873853,817.8640454,811.6911359,793.0811154,868.8376397,928.8584345,928.8251974,933.045653,808.2551706
ENSMUSG00000037239,11.25585161,9.999060532,9.014787966,10.34926466,16.95291567,6.039154632,4.719324174,8.074534112,5.245730535,4.712994282
ENSMUSG00000037242,2145.754395,2121.544942,2077.791227,1900.226069,2061.779634,2527.578809,2960.954105,2438.434804,2702.513674,2414.12172
ENSMUSG00000037243,104.4939279,71.98478807,84.625512,86.20402802,89.24089789,109.974875,127.9045629,100.7082375,97.71832158,88.05833587
ENSMUSG00000037246,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037251,102.1363035,118.250981,98.35174588,119.3527958,112.9933018,101.2312989,88.15344009,89.22151986,95.31727019,89.02720442
ENSMUSG00000037253,295.4265123,411.5134139,380.5385308,303.6335125,371.6724381,362.3177029,337.0267119,339.9339907,349.1396638,412.0949879
ENSMUSG00000037254,12175.41339,13935.27495,10971.20199,11928.80563,13422.55701,10395.94025,7495.52447,10681.81855,10409.91795,11958.5903
ENSMUSG00000037257,37.2983097,28.13167539,36.62931683,29.94450952,41.42976746,33.88455498,41.34599216,41.35100671,32.07131153,33.50129764
ENSMUSG00000037259,17.40579444,12.37045569,2.752473362,10.22896944,8.157276759,7.88267072,5.837731674,32.78205193,3.166441475,2.137830697
ENSMUSG00000037260,240.5614563,501.3800678,128.8926484,273.5694313,547.8499791,153.6475152,90.72712708,142.4289069,112.6907391,134.8857384
ENSMUSG00000037262,101.447319,126.3073712,76.44114578,117.7350599,151.4914855,75.63521963,89.22487415,87.78990861,80.06831906,84.44360857
ENSMUSG00000037263,2.209418953,6.063230262,9.366352282,2.881851108,0,14.82413727,1.27431147,4.508093514,4.283922256,1.66994731
ENSMUSG00000037266,516.3626638,575.7438823,758.6551172,607.6220414,757.7517701,888.7869859,977.5870968,1232.752714,851.027444,787.0990848
ENSMUSG00000037270,365.8984013,398.4221671,324.6216531,323.1118947,324.8760758,323.7794575,277.1095429,301.4977817,290.8174953,292.482999
ENSMUSG00000037275,297.653981,310.1730212,286.3897525,230.0562016,267.7563239,333.9920428,416.9745608,273.7929841,335.098411,375.3115317
ENSMUSG00000037278,942.2897679,664.5705132,1380.601143,1001.608662,759.6565192,864.7315842,766.1479323,1083.149251,857.8554317,1275.413175
ENSMUSG00000037279,1.098228008,4.729993744,2.757495972,0,2.33023166,0.966171657,0,6.24550639,0,2.497540352
ENSMUSG00000037280,77.97538202,117.0036524,112.1173122,79.25025638,136.295251,86.90812817,60.7095355,78.48254521,58.89296737,59.92467895
ENSMUSG00000037286,184.2081928,200.5268978,208.8135707,191.8258777,179.4211812,241.0029622,317.8975813,227.8595631,296.4221855,270.5431142
ENSMUSG00000037287,398.7770485,550.3001902,743.4709975,338.267755,503.7797127,808.9894563,964.6239447,826.7303162,791.0923367,810.876712
ENSMUSG00000037295,115.3151814,112.338432,113.9777242,117.4431511,89.79204007,168.3843022,171.6656992,166.1658044,124.2337454,166.6917506
ENSMUSG00000037296,20.28185258,34.66522839,34.89971476,20.23060628,41.79745169,27.26593903,26.03613919,35.75933923,36.06091316,41.03809387
ENSMUSG00000037300,292.687128,272.1101301,343.6564729,293.7119561,314.4577964,265.2140267,299.3403433,239.4880974,327.3669652,261.0937982
ENSMUSG00000037306,268.8859273,197.2235557,232.5513244,238.7060252,195.0677773,250.2407601,166.6944458,237.4122748,216.1493824,194.444691
ENSMUSG00000037307,0,0,0.737669065,0,0,0,0,0,0,0
ENSMUSG00000037313,345.9764822,393.6710267,378.3035086,336.013545,463.1731714,505.3460307,657.8129498,477.5679963,559.9988415,517.3118893
ENSMUSG00000037315,0,98.56766723,100.6019793,62.58797918,83.29049322,158.9370721,226.0047151,153.5357449,175.6141,150.5671249
ENSMUSG00000037316,131.144574,120.5738013,112.558893,95.35792207,97.56711723,117.7710597,113.8459873,94.27787923,153.7047654,117.2083502
ENSMUSG00000037318,53.67666557,58.35870299,52.89235885,72.60837467,103.3649903,64.8851457,42.88083141,67.08934475,61.74470618,48.59971309
ENSMUSG00000037321,447.779496,477.7510712,162.0117985,318.3046783,510.062522,128.6747812,96.0497281,152.664349,108.2948643,130.1272645
ENSMUSG00000037325,43.59835801,85.64221325,67.32457181,41.01143157,71.34887885,99.36706285,114.5639435,98.38233166,107.9102295,102.9136163
ENSMUSG00000037326,192.4555687,288.0489033,330.3369648,163.9902162,260.1343282,275.9917115,404.1523059,246.808327,328.4354934,305.4520195
ENSMUSG00000037331,2772.859404,2893.664976,3132.926561,2736.660789,2898.613373,3674.569799,4342.0905,3118.62405,3540.080335,3336.380626
ENSMUSG00000037334,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037335,2.196479645,0,14.7376004,1.909644733,1.165117361,8.461040218,0.979728814,2.525127611,6.059160436,0.832515127
ENSMUSG00000037336,821.7094921,809.777728,821.1280515,713.8926283,666.055368,1142.881208,1594.14047,1042.529662,1214.062186,988.4141808
ENSMUSG00000037337,514.4603965,370.8551761,464.2691888,528.6838634,571.2330316,368.6268533,365.392519,514.1746984,416.7022285,554.1293701
ENSMUSG00000037339,118.4855493,97.04663137,85.32227765,126.8105638,136.3998216,84.38283062,110.1462843,85.23434275,73.14872518,109.0942708
ENSMUSG00000037341,0.777373293,20.3544536,6.617435526,12.90326237,5.653698357,11.14218673,6.036250965,2.563345387,7.496489909,7.861328411
ENSMUSG00000037343,211.8824598,406.8139311,201.6349617,185.2668574,393.110723,74.19048745,101.6010624,84.95095483,93.06021386,151.4666541
ENSMUSG00000037344,42.25943187,55.96263535,36.0576038,34.1273929,51.58410838,32.99207146,22.02240304,27.09386711,24.79746126,22.14029836
ENSMUSG00000037346,0,0,3.022353235,0,0,0,0,0,1.778674821,0
ENSMUSG00000037347,0,29.56274525,17.46432871,33.41878283,16.31164305,23.18833298,12.73647458,21.41316477,24.63255297,17.48281767
ENSMUSG00000037348,33.42097815,33.19483619,53.76375896,35.48855442,24.81398129,41.22632813,37.68712142,44.85452846,40.83844559,31.77007142
ENSMUSG00000037349,65.89438936,54.39545126,59.47692101,67.79238802,39.61399026,57.44511712,58.95866093,50.44785264,53.02768479,64.50688379
ENSMUSG00000037351,108.5234079,89.87858474,108.6447104,96.26021546,95.42177116,86.81655252,92.15784076,80.69573207,97.62975017,95.25328206
ENSMUSG00000037353,360.4860256,232.1406981,322.6172026,358.0400061,207.2853117,262.4678534,179.2957809,220.1580282,245.9331718,275.8231393
ENSMUSG00000037355,104.0164661,143.4529788,130.6483561,103.7790185,138.3409308,146.0028123,163.1507822,155.7555544,166.5239686,170.4433785
ENSMUSG00000037358,0,0,1.394377323,0,0,0,0,0,0,0
ENSMUSG00000037361,130.1105153,136.096885,174.0308491,190.3071327,213.5362348,176.8840592,182.3837032,180.8244985,173.4191909,142.8519626
ENSMUSG00000037362,14.27711769,9.46007848,6.434226366,15.27715786,6.990704164,14.49270812,7.837830509,8.922151986,11.7807862,4.162575636
ENSMUSG00000037363,15.37003717,22.50084984,18.52624959,25.5083296,22.32889872,24.759127,25.29858728,33.51633713,25.27395265,25.96161169
ENSMUSG00000037364,451.844353,541.3985603,468.9970302,473.0085708,530.3093749,567.9978695,800.1258526,634.132638,725.1168691,608.7608838
ENSMUSG00000037366,58.72605384,53.38137218,81.16284029,58.99606397,44.69083153,58.59872154,34.04047778,51.37332066,39.96722148,60.81510691
ENSMUSG00000037369,1.785131524,336.0317075,503.2553738,214.3823146,273.9526037,635.4791924,384.5594726,351.8531511,605.4522388,702.1635351
ENSMUSG00000037370,97.75919504,123.7724115,83.97594769,78.86398769,90.63356675,86.80731231,78.32906156,69.38370299,87.14134827,98.62366329
ENSMUSG00000037373,489.2568365,496.9959879,587.6629991,454.015902,516.4250076,680.5344127,869.5672488,683.7049802,803.6792346,691.8694971
ENSMUSG00000037375,19.44073721,12.28077278,18.7372207,41.53746866,14.75924055,15.52881235,11.95885844,10.82036253,29.51009792,12.80853484
ENSMUSG00000037376,139.3488204,160.2413063,116.3521243,159.134262,188.8704047,124.7550945,134.9925799,103.7306399,123.4686303,144.8086265
ENSMUSG00000037379,178.2047168,108.9397042,233.1217979,186.9961498,94.94520362,184.2765793,129.8373389,241.3132248,240.2217557,268.9020277
ENSMUSG00000037386,25.99366436,20.14681454,5.672642037,29.21641712,11.9830558,3.280448191,3.377335122,9.794091299,4.623725109,10.34883456
ENSMUSG00000037390,3.481208941,0,0,0,0,0,0,0,0,0
ENSMUSG00000037393,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037395,47.64703114,34.1738295,41.89293583,46.81145221,37.26750482,49.69562754,57.15928485,52.09035638,47.96118709,39.92149854
ENSMUSG00000037400,311.3496056,335.6167321,300.8442159,290.5287181,320.9388199,287.1368165,283.0432298,286.8710871,276.5278383,294.4899224
ENSMUSG00000037405,366.7566456,298.6561053,211.5120567,301.5228606,327.4546146,218.5855418,182.4173319,198.3555646,207.6907409,204.8716328
ENSMUSG00000037406,4.474691602,4.479927786,0,2.601657282,3.171651939,0,0,0,0,0
ENSMUSG00000037408,50.27992813,35.34695359,65.50827404,49.49362093,48.21323403,60.8492672,62.91673943,63.09361647,75.84460126,46.09527512
ENSMUSG00000037410,253.117373,285.3444767,247.8436422,234.2055692,202.9981377,348.4975074,269.5353108,284.2000522,278.3980423,258.192512
ENSMUSG00000037411,624.5609136,22.46768639,833.5604966,568.8370596,32.11502887,70.42055444,4.35380886,233.0119721,14.27860308,193.3923183
ENSMUSG00000037415,1040.570425,1613.318133,1750.151766,954.1945887,1528.875398,2421.227789,3134.126227,2336.450331,2631.935254,2419.019239
ENSMUSG00000037416,163.161304,185.1471955,177.3595422,122.237247,147.6287478,260.8192048,300.2849578,212.6011771,265.9353521,352.3852662
ENSMUSG00000037418,1.784490496,1.921764484,0.747412418,1.553945265,12.58547601,0.785286292,0.979728814,0,1.070980564,0
ENSMUSG00000037419,136.181738,188.6687026,214.4829027,128.1683003,161.1769199,313.2997536,503.8710307,280.1193242,367.4037662,272.5358146
ENSMUSG00000037424,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037426,38.08853997,35.79895735,44.13613635,38.19307095,28.43534022,53.21964796,59.64464304,41.45877714,52.25271141,63.16506497
ENSMUSG00000037428,0,0,0.979671618,0,3.292232949,2.059763248,0,0,0,0
ENSMUSG00000037432,31.84895486,18.92015696,30.38936402,22.01928605,17.50283825,20.28979136,17.6720955,21.41316477,28.98604887,19.17247993
ENSMUSG00000037434,112.9444662,98.61120785,117.8602385,113.9616648,94.07660014,86.16413917,103.4336211,87.80097078,106.9182412,116.3366696
ENSMUSG00000037437,14.05030258,4.375478439,12.80035369,11.21464928,0,13.50640073,15.42315377,7.433456953,10.60316309,7.028249749
ENSMUSG00000037438,0,0,0,0,0,0.968643693,0,0,0,0
ENSMUSG00000037440,139.345664,66.63146887,132.2506121,123.9495834,104.8228816,64.65035315,33.95244161,58.21383758,68.28823443,60.39826733
ENSMUSG00000037443,871.1315669,1034.037126,687.3519404,919.1745953,1191.589798,286.4712035,319.5057934,523.8509702,384.3718867,400.4401545
ENSMUSG00000037446,5.444650988,1.169383268,4.207179426,6.643410734,3.229178129,2.51043276,1.297430696,5.005684697,0.774873914,0
ENSMUSG00000037447,115.4852071,186.3637792,45.20923424,117.7503245,156.5091469,97.29195554,41.72244323,46.02546317,65.67478818,47.76064804
ENSMUSG00000037451,2.311881292,0,2.584455587,2.016543759,2.458292383,2.035941238,0,1.884932432,1.503345354,2.340616748
ENSMUSG00000037455,16.04551951,5.31420729,10.42042,6.644672246,5.279207546,10.0179749,8.725196653,11.41462472,5.724294159,7.583434483
ENSMUSG00000037458,236.4350834,305.4116956,293.9059579,222.0104601,239.6041125,402.910587,570.7954239,387.2605634,405.4706083,469.0268333
ENSMUSG00000037461,327.1695902,327.9423879,333.2655871,321.2200972,363.9519589,431.8503077,488.4169456,353.7943505,455.743696,421.0079212
ENSMUSG00000037463,0,4.7288302,3.675748707,5.727418567,1.164899899,6.452031829,1.958964649,4.257014552,13.0323723,1.664696977
ENSMUSG00000037465,226.7786479,256.1556223,220.2622607,275.8549059,342.6704819,217.5824212,205.3784114,286.8034687,205.203501,152.4567277
ENSMUSG00000037466,40.6967777,39.85726846,39.54276673,32.64128928,51.58518474,36.05311994,71.83824017,32.17655811,55.74512579,57.47072909
ENSMUSG00000037469,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037470,131.814549,143.1853586,174.2883377,119.727121,143.3123221,121.8666029,137.5723295,117.7740817,148.5189593,157.0182235
ENSMUSG00000037474,364.5174683,486.2053821,438.2019703,390.3789323,427.2320197,466.5455426,768.2351965,497.2674084,685.1532197,551.8034809
ENSMUSG00000037475,0.108521519,149.5986451,140.3912261,135.9441722,170.486387,118.8812379,126.9952279,151.5438639,126.4256734,114.5553326
ENSMUSG00000037477,0,0,2.757525585,0,0,0.966180541,0.979728814,0,1.070980564,0
ENSMUSG00000037482,1.108481123,0,0,0.958618295,3.470538081,1.181499639,6.716557758,0,0,0.957766506
ENSMUSG00000037486,159.1422001,197.4293811,254.6108237,141.4424571,155.3429688,282.7030776,350.3625835,230.2483335,241.2022509,314.0431917
ENSMUSG00000037487,161.0764139,196.2351757,153.8092983,158.246193,172.0334379,148.986581,159.7655343,144.8255253,153.2637549,140.6385733
ENSMUSG00000037490,4.379869384,3.935323404,8.520897171,1.074688877,2.047257236,18.09312275,1.093427208,1.023289896,0,1.381342477
ENSMUSG00000037492,0,0,1.921831172,0.954822366,1.165117361,0,0,0,0,0.435120019
ENSMUSG00000037493,15.4158668,7.09505886,21.14102949,20.0512697,11.65117361,27.13113546,17.63511865,25.10183264,24.63255297,15.0276595
ENSMUSG00000037499,159.2447743,131.2585889,179.2391631,172.8228483,172.4373694,127.5358314,87.19586441,158.8143053,96.38825075,139.0300262
ENSMUSG00000037503,141.3746926,164.0253268,151.5636073,127.9826449,138.3247869,157.7943119,155.3459298,152.5284172,169.5162595,139.9009181
ENSMUSG00000037509,13.70064433,12.34455865,14.4315153,16.98085393,4.049103068,5.565808806,16.99179583,20.71964057,8.225325377,4.049113961
ENSMUSG00000037514,211.9809829,224.4259894,196.144611,240.8764347,256.7537041,226.391604,234.7587382,239.1657814,271.8698793,209.1290314
ENSMUSG00000037519,234.7313307,248.3976292,309.9256204,249.28435,263.0217129,204.5826391,257.8105774,180.5455423,239.750658,232.9536862
ENSMUSG00000037523,385.5084919,389.4492751,605.2545405,389.2440791,378.198533,542.2780073,671.8711799,514.842542,544.9953427,616.4352635
ENSMUSG00000037525,55.78014575,72.47313842,88.92446066,65.63290287,64.76711389,90.72239528,75.20860149,79.68881963,101.117842,76.54208435
ENSMUSG00000037526,136.4252262,221.7812271,154.3831849,107.9056452,226.4153517,120.8038939,140.9864159,133.4183977,113.2596063,124.7283958
ENSMUSG00000037529,0,0,0,0,0,0,0,0,0,0
